USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
15325116554855000,62,1,118.0,4,4,4,444
15325119858077100,27,1,39.52,3,4,4,344
15325121199938500,32,3,398.4,3,2,1,321
15325131546735000,63,1,86.0,4,4,4,444
15325137690734700,26,4,456.0,3,1,1,311
15325138666365600,62,1,62.0,4,4,4,444
15325146715539000,30,14,858.6000000000001,3,1,1,311
15325147156277100,50,1,118.0,4,4,4,444
15325148587226600,63,2,212.10000000000002,4,3,2,432
15325152187968000,2,18,1129.14,1,1,1,111
15325154297583900,63,1,149.0,4,4,3,443
15325156229994100,61,3,308.0,4,2,2,422
15325162176938600,32,8,471.0,3,1,1,311
15325162338331300,52,3,467.0,4,2,1,421
15325163543585100,63,2,202.32,4,3,2,432
15325165693573400,58,4,394.0,4,1,1,411
15325166649634200,30,4,297.0,3,1,2,312
15325171201919800,1,7,449.85,1,1,1,111
15325178040172600,58,2,91.4,4,3,4,434
15325186936834900,50,2,41.82,4,3,4,434
15325188614267300,60,8,912.6400000000001,4,1,1,411
15325190874813600,50,6,583.0600000000001,4,1,1,411
15325193903669100,3,11,1006.0,1,1,1,111
15325197564093300,63,2,181.0,4,3,2,432
15325199407445000,13,7,903.0,2,1,1,211
15325202134721000,50,1,70.0,4,4,4,444
15325204211061200,13,2,268.0,2,3,2,232
15325204627453900,63,1,56.0,4,4,4,444
15325205353813500,62,2,256.0,4,3,2,432
15325205915865900,48,2,150.0,4,3,3,433
15325206459323600,62,2,152.0,4,3,3,433
15325207028465100,9,16,1917.31,1,1,1,111
15325207613041000,5,5,416.79,1,1,1,111
15325207960249400,63,2,245.0,4,3,2,432
15325209355748000,63,1,161.85,4,4,3,443
15325210848414800,5,1,44.54,1,4,4,144
15325211462099600,13,5,454.0,2,1,1,211
15325211921847100,63,1,110.0,4,4,4,444
15325211952921000,31,6,271.0,3,1,2,312
15325212575054800,50,3,181.14000000000001,4,2,2,422
15325213308573900,27,1,75.62,3,4,4,344
15325213490683700,63,1,56.0,4,4,4,444
15325214939508800,63,1,124.44,4,4,4,444
15325216667253800,24,1,103.34,2,4,4,244
15325216869402500,30,3,263.0,3,2,2,322
15325217323755700,48,3,221.0,4,2,2,422
15325217739546100,26,2,342.12,3,3,1,331
15325217876956100,2,2,73.0,1,3,4,134
15325218448767100,50,5,345.0,4,1,1,411
15325218517398800,63,1,119.0,4,4,4,444
15325219721277300,12,2,244.54000000000002,1,3,2,132
15325219989179400,33,3,356.0,3,2,1,321
15325220204596900,63,1,83.0,4,4,4,444
15325220664231500,14,3,318.0,2,2,2,222
15325220795129700,50,1,159.58,4,4,3,443
15325220828815500,23,7,579.0,2,1,1,211
15325220891321000,57,1,39.0,4,4,4,444
15325221170318400,57,1,119.0,4,4,4,444
15325221190643700,63,1,79.0,4,4,4,444
15325222734073400,62,4,286.0,4,1,2,412
15325226650032500,62,2,244.0,4,3,2,432
15325226786908000,3,6,452.35,1,1,1,111
15325227081654100,32,4,334.0,3,1,1,311
15325227462591000,63,4,546.0,4,1,1,411
15325227477555900,19,3,227.0,2,2,2,222
15325227755437200,63,1,33.0,4,4,4,444
15325228150298000,32,5,343.0,3,1,1,311
15325228546363300,61,1,129.0,4,4,3,443
15325228717449200,62,2,217.0,4,3,2,432
15325228753545100,1,13,1416.5500000000002,1,1,1,111
15325229092881500,63,2,168.0,4,3,3,433
15325229316508200,26,6,360.0,3,1,1,311
15325229536466400,1,8,550.0,1,1,1,111
15325231248895000,53,4,382.0,4,1,1,411
15325232628975700,63,1,159.0,4,4,3,443
15325232730094400,2,1,41.44,1,4,4,144
15325234123713800,63,4,276.0,4,1,2,412
15325235672968400,63,2,335.04,4,3,1,431
15325236671895400,12,9,764.0,1,1,1,111
15325236990126500,35,3,177.0,3,2,3,323
15325239023494100,5,4,537.0,1,1,1,111
15325240488384500,24,1,129.78,2,4,3,243
15325241693489000,25,1,139.0,2,4,3,243
15325242497966500,59,1,97.0,4,4,4,444
15325244852787900,5,9,693.0,1,1,1,111
15325244887474600,63,2,208.0,4,3,2,432
15325246272516200,63,1,156.43,4,4,3,443
15325246547503700,24,7,749.17,2,1,1,211
15325246567994400,63,2,445.1,4,3,1,431
15325246695657100,63,1,139.0,4,4,3,443
15325247551156700,27,3,269.0,3,2,2,322
15325248599736400,12,10,745.46,1,1,1,111
15325249423844400,62,5,594.0,4,1,1,411
15325249510158000,62,2,110.0,4,3,4,434
15325249915206000,63,3,427.66999999999996,4,2,1,421
15325250648117400,32,1,96.0,3,4,4,344
15325250969252600,62,2,229.0,4,3,2,432
15325251499908100,31,5,559.0,3,1,1,311
15325252604436000,25,1,69.0,2,4,4,244
15325253038709400,12,5,355.0,1,1,1,111
15325253055257700,63,12,1181.0,4,1,1,411
15325257121157100,62,2,158.0,4,3,3,433
15325258001483000,5,4,215.0,1,1,2,112
15325258269666400,2,2,80.13,1,3,4,134
15325258745948600,62,2,268.0,4,3,2,432
15325259070808600,50,1,70.0,4,4,4,444
15325260462923300,63,2,143.0,4,3,3,433
15325260923592100,63,1,104.0,4,4,4,444
15325260937205400,63,1,139.0,4,4,3,443
15325261786958800,7,4,364.0,1,1,1,111
15325261869146300,63,1,260.95,4,4,2,442
15325262565155400,12,7,542.0,1,1,1,111
15325262876284400,47,2,246.0,4,3,2,432
15325263649715200,12,11,1657.2700000000002,1,1,1,111
15325264226341600,63,3,516.71,4,2,1,421
15325265855688900,34,3,240.32999999999998,3,2,2,322
15325266249653600,19,20,1551.8799999999997,2,1,1,211
15325267500201500,63,3,302.0,4,2,2,422
15325267738553400,13,4,315.0,2,1,2,212
15325268328495100,63,2,155.0,4,3,3,433
15325269743047800,63,1,69.0,4,4,4,444
15325269882656400,63,1,76.0,4,4,4,444
15325271722854300,63,1,84.0,4,4,4,444
15325272573825600,2,15,1164.0,1,1,1,111
15325272614338800,63,1,98.35,4,4,4,444
15325272824362500,60,2,145.8,4,3,3,433
15325273001011100,56,1,59.0,4,4,4,444
15325273433929700,4,13,667.04,1,1,1,111
15325274248531900,6,3,412.0,1,2,1,121
15325274302886700,63,1,86.0,4,4,4,444
15325275136691400,1,1,62.54,1,4,4,144
15325275229726500,63,2,137.92,4,3,3,433
15325277552277000,62,2,345.74,4,3,1,431
15325277693298700,3,3,212.0,1,2,2,122
15325278652449900,63,2,77.0,4,3,4,434
15325279383566500,51,3,192.0,4,2,2,422
15325280411345000,30,6,455.0,3,1,1,311
15325281554444800,2,15,1254.0,1,1,1,111
15325283368384100,63,1,59.0,4,4,4,444
15325283493607400,8,2,235.98000000000002,1,3,2,132
15325283896293900,5,6,415.0,1,1,1,111
15325284928754900,50,2,94.0,4,3,4,434
15325284931473600,4,5,260.0,1,1,2,112
15325285662454100,47,2,298.0,4,3,2,432
15325285772658700,63,3,237.0,4,2,2,422
15325285916408800,62,1,66.84,4,4,4,444
15325286177441700,1,1,90.71,1,4,4,144
15325286836164800,63,2,320.16,4,3,2,432
15325287967646300,55,3,157.0,4,2,3,423
15325288016092200,63,1,184.0,4,4,2,442
15325288125016100,62,5,558.0,4,1,1,411
15325289995557700,62,2,146.0,4,3,3,433
15325290172584300,63,8,707.76,4,1,1,411
15325290467723100,6,1,162.78,1,4,3,143
15325291294284300,13,8,829.0,2,1,1,211
15325291432043300,63,2,360.0,4,3,1,431
15325292368819700,51,1,73.28,4,4,4,444
15325292500675700,50,3,331.0,4,2,1,421
15325292961231100,25,5,301.3,2,1,2,212
15325293598293000,11,7,637.0,1,1,1,111
15325294015748200,2,4,224.0,1,1,2,112
15325294063475800,2,1,61.44,1,4,4,144
15325294649403500,46,4,285.0,3,1,2,312
15325294704735900,48,5,648.4,4,1,1,411
15325295284749500,53,2,294.58,4,3,2,432
15325296100255800,49,3,388.32,4,2,1,421
15325296149834200,29,7,907.0,3,1,1,311
15325296297797700,30,3,130.74,3,2,3,323
15325297324139600,63,5,515.0,4,1,1,411
15325298106686500,26,1,57.22,3,4,4,344
15325298395911100,27,2,256.44,3,3,2,332
15325299640634600,2,6,385.0,1,1,1,111
15325300610478800,61,1,71.86,4,4,4,444
15325301131974000,5,3,346.59000000000003,1,2,1,121
15325301264576000,28,10,1315.3100000000002,3,1,1,311
15325302814156300,46,3,195.0,3,2,2,322
15325303114759300,3,3,232.77,1,2,2,122
15325303262961700,14,3,207.0,2,2,2,222
15325303872422700,4,10,679.4300000000001,1,1,1,111
15325304255337700,26,4,447.0,3,1,1,311
15325305418652900,58,2,282.08,4,3,2,432
15325305598519500,63,1,66.0,4,4,4,444
15325305637536000,15,5,602.1899999999999,2,1,1,211
15325305804017900,63,1,117.0,4,4,4,444
15325308267704200,63,1,150.47,4,4,3,443
15325311552265700,26,3,341.29999999999995,3,2,1,321
15325311999853200,50,4,311.16,4,1,2,412
15325312505581500,1,1,89.05,1,4,4,144
15325312644674500,32,4,274.0,3,1,2,312
15325312804689000,4,8,453.92999999999995,1,1,1,111
15325315531825700,63,3,351.0,4,2,1,421
15325315946041500,63,2,149.84,4,3,3,433
15325316867448800,63,5,562.75,4,1,1,411
15325318030269500,63,1,151.16,4,4,3,443
15325318571602100,3,1,49.0,1,4,4,144
15325319074853800,26,3,305.0,3,2,2,322
15325320271776100,22,3,201.0,2,2,2,222
15325320879058700,63,1,89.0,4,4,4,444
15325321747936900,63,3,187.0,4,2,2,422
15325322159686000,63,1,96.0,4,4,4,444
15325322424315400,15,1,62.0,2,4,4,244
15325322522236500,32,3,223.0,3,2,2,322
15325322818345900,50,4,396.0,4,1,1,411
15325324180859700,63,2,119.0,4,3,4,434
15325324405579200,16,4,312.0,2,1,2,212
15325324647935600,15,3,262.0,2,2,2,222
15325327825564500,23,1,104.0,2,4,4,244
15325327866291000,63,1,76.0,4,4,4,444
15325327879983000,60,2,124.0,4,3,4,434
15325328736682200,62,2,229.0,4,3,2,432
15325329073754500,63,2,297.0,4,3,2,432
15325329294529300,61,1,139.0,4,4,3,443
15325329468458600,22,5,341.0,2,1,1,211
15325330151849100,46,3,271.37,3,2,2,322
15325330196269900,50,1,79.0,4,4,4,444
15325331469195800,63,1,86.0,4,4,4,444
15325334741013300,3,1,46.0,1,4,4,144
15325335720943900,63,1,105.0,4,4,4,444
15325336255878000,63,2,126.0,4,3,3,433
15325336557512500,63,1,56.0,4,4,4,444
15325336676102700,33,2,114.0,3,3,4,334
15325336933035200,50,1,44.61,4,4,4,444
15325337304222400,24,9,992.79,2,1,1,211
15325337630552600,3,5,311.0,1,1,2,112
15325338793262700,49,2,221.41,4,3,2,432
15325338935365600,62,2,128.0,4,3,3,433
15325339907408500,63,11,2737.4,4,1,1,411
15325342108689800,57,1,39.0,4,4,4,444
15325342497294200,63,2,178.0,4,3,3,433
15325342812591000,23,2,124.0,2,3,4,234
15325344442153500,63,1,118.0,4,4,4,444
15325345252769000,2,15,554.0,1,1,1,111
15325345404131500,63,1,176.17,4,4,3,443
15325345698118700,24,7,670.66,2,1,1,211
15325345775487000,50,1,71.0,4,4,4,444
15325345809873800,24,9,807.2699999999999,2,1,1,211
15325346401676800,15,3,324.84,2,2,2,222
15325346882683200,4,2,186.8,1,3,2,132
15325347296115400,50,1,149.0,4,4,3,443
15325347457862800,63,2,196.0,4,3,2,432
15325347627553600,52,4,556.0,4,1,1,411
15325348117268300,49,12,1698.0,4,1,1,411
15325348613737200,50,5,242.10000000000002,4,1,2,412
15325348697767300,61,3,156.0,4,2,3,423
15325350034132300,63,1,119.0,4,4,4,444
15325350126994900,63,1,98.0,4,4,4,444
15325350613802100,5,1,59.0,1,4,4,144
15325350647279000,61,1,129.0,4,4,3,443
15325352079606200,4,1,63.57,1,4,4,144
15325352521783200,25,3,328.53999999999996,2,2,1,221
15325353647078400,13,5,728.31,2,1,1,211
15325353761496500,18,5,269.0,2,1,2,212
15325354226126600,63,1,117.0,4,4,4,444
15325355407132300,2,7,559.59,1,1,1,111
15325356576003300,63,1,56.0,4,4,4,444
15325356907244400,4,4,214.0,1,1,2,112
15325357664516200,63,2,178.0,4,3,3,433
15325359388754900,63,1,169.3,4,4,3,443
15325359743911400,5,4,311.0,1,1,2,112
15325359809958100,30,1,26.0,3,4,4,344
15325359965457600,25,3,105.87,2,2,4,224
15325360724275100,5,2,94.0,1,3,4,134
15325361763873600,62,2,106.02,4,3,4,434
15325362635424300,60,2,131.0,4,3,3,433
15325362844805300,63,3,197.0,4,2,2,422
15325363923312700,54,1,101.0,4,4,4,444
15325365092493100,25,2,95.0,2,3,4,234
15325365432744800,2,2,190.1,1,3,2,132
15325365508387700,63,1,118.0,4,4,4,444
15325365904475600,63,1,147.51,4,4,3,443
15325367252812900,32,8,593.24,3,1,1,311
15325367456277500,63,2,315.1,4,3,2,432
15325367675513600,63,1,168.6,4,4,3,443
15325368510315400,31,4,288.0,3,1,2,312
15325368660268700,34,1,69.66,3,4,4,344
15325368679935800,63,1,139.0,4,4,3,443
15325368686321300,31,9,1906.41,3,1,1,311
15325368949602300,63,1,146.0,4,4,3,443
15325369235078200,63,2,354.58,4,3,1,431
15325369260509700,63,1,142.22,4,4,3,443
15325369272422000,63,1,41.0,4,4,4,444
15325369882379700,63,1,169.0,4,4,3,443
15325369968053200,4,3,185.0,1,2,2,122
15325373050811900,50,10,884.3399999999999,4,1,1,411
15325374600581500,63,1,33.0,4,4,4,444
15325375225905300,9,8,802.0,1,1,1,111
15325375361793800,30,5,258.0,3,1,2,312
15325376488042400,63,1,113.0,4,4,4,444
15325377914818900,32,1,119.0,3,4,4,344
15325378141642900,32,4,283.0,3,1,2,312
15325380791167500,61,1,110.26,4,4,4,444
15325380926123500,12,4,394.8,1,1,1,111
15325381651137100,33,1,94.52,3,4,4,344
15325381790176700,62,3,427.0,4,2,1,421
15325383659806200,2,5,286.59,1,1,2,112
15325384823234600,63,5,479.0,4,1,1,411
15325385106483700,48,2,219.06,4,3,2,432
15325386391882900,27,1,122.06,3,4,4,344
15325386657916900,61,1,160.55,4,4,3,443
15325386816318700,63,1,26.0,4,4,4,444
15325386992538000,23,2,156.0,2,3,3,233
15325387650086100,23,7,397.0,2,1,1,211
15325388156881000,2,10,795.48,1,1,1,111
15325388340637200,63,2,238.0,4,3,2,432
15325388532442800,2,6,404.0,1,1,1,111
15325389143145100,63,1,86.0,4,4,4,444
15325389168705300,48,3,381.0,4,2,1,421
15325390382615000,63,1,79.0,4,4,4,444
15325390392705800,63,1,189.96,4,4,2,442
15325391245553500,60,2,246.0,4,3,2,432
15325391452913800,63,4,166.68,4,1,3,413
15325391740973300,63,2,237.0,4,3,2,432
15325391904613200,63,1,89.0,4,4,4,444
15325392088033500,63,2,140.24,4,3,3,433
15325394132175600,63,1,139.0,4,4,3,443
15325395041876100,20,4,740.96,2,1,1,211
15325395281299800,62,1,136.74,4,4,3,443
15325395573797500,63,1,180.53,4,4,2,442
15325396635086100,3,1,104.89,1,4,4,144
15325397095717900,49,2,122.0,4,3,4,434
15325397482369000,63,2,138.0,4,3,3,433
15325398178303000,63,2,177.24,4,3,3,433
15325399245048000,63,1,139.0,4,4,3,443
15325399885905300,63,1,169.0,4,4,3,443
15325400005835800,63,1,370.07,4,4,1,441
15325400834655800,63,1,86.0,4,4,4,444
15325401236375100,45,2,172.0,3,3,3,333
15325401410379800,5,1,108.72,1,4,4,144
15325402101887700,49,1,73.5,4,4,4,444
15325402245839800,63,2,98.0,4,3,4,434
15325402709808000,5,1,84.0,1,4,4,144
15325404412193200,63,1,140.29,4,4,3,443
15325404511211600,2,5,187.0,1,1,2,112
15325404744225500,63,1,129.0,4,4,3,443
15325404966087700,60,2,253.22000000000003,4,3,2,432
15325404975583100,12,4,391.0,1,1,1,111
15325405100418100,18,8,510.65,2,1,1,211
15325405170277900,58,1,118.0,4,4,4,444
15325405426391100,61,3,246.0,4,2,2,422
15325405783902500,14,5,563.43,2,1,1,211
15325406194438300,26,6,271.42,3,1,2,312
15325406704835000,26,1,54.15,3,4,4,344
15325406947488900,49,5,639.0,4,1,1,411
15325407321159600,62,1,104.0,4,4,4,444
15325409139587400,20,6,601.76,2,1,1,211
15325409192318500,3,9,832.0,1,1,1,111
15325410082274200,63,3,273.96999999999997,4,2,2,422
15325410952397500,14,16,1609.0,2,1,1,211
15325411113003300,62,1,130.18,4,4,3,443
15325411536364200,63,4,420.84000000000003,4,1,1,411
15325411580887400,27,8,602.63,3,1,1,311
15325411589139800,63,1,119.0,4,4,4,444
15325412123339700,17,5,377.0,2,1,1,211
15325412140873400,63,1,86.0,4,4,4,444
15325412645744300,63,1,139.0,4,4,3,443
15325414316568400,32,9,616.0,3,1,1,311
15325414832527000,63,2,308.0,4,3,2,432
15325415836403500,63,1,139.0,4,4,3,443
15325416711476600,3,7,589.0,1,1,1,111
15325416737279500,1,4,326.0,1,1,2,112
15325416922974600,15,5,446.0,2,1,1,211
15325417022336400,4,29,1893.0,1,1,1,111
15325418501466500,63,1,145.9,4,4,3,443
15325418574162800,63,4,126.0,4,1,3,413
15325418834668600,61,2,158.84,4,3,3,433
15325419516542900,55,1,69.0,4,4,4,444
15325419987623300,63,1,169.0,4,4,3,443
15325420349503600,50,2,123.52000000000001,4,3,4,434
15325420923246400,63,1,160.03,4,4,3,443
15325421256896400,61,1,127.32,4,4,3,443
15325422379066000,51,2,248.07999999999998,4,3,2,432
15325422450984600,60,1,127.0,4,4,3,443
15325422801622400,31,17,2433.4900000000002,3,1,1,311
15325423223982700,60,1,129.08,4,4,3,443
15325424348324100,1,1,169.0,1,4,3,143
15325426934496700,61,2,196.0,4,3,2,432
15325427406575900,13,21,2267.0,2,1,1,211
15325428796186700,5,4,386.0,1,1,1,111
15325429026538800,59,2,236.0,4,3,2,432
15325429254671700,63,2,411.8,4,3,1,431
15325429401557200,63,1,198.0,4,4,2,442
15325429632504200,5,5,451.0,1,1,1,111
15325429728182500,63,1,59.0,4,4,4,444
15325429951125200,63,1,113.0,4,4,4,444
15325431045007600,2,6,507.0,1,1,1,111
15325431881478400,17,2,152.0,2,3,3,233
15325432072084700,52,3,281.0,4,2,2,422
15325432474506300,63,1,169.0,4,4,3,443
15325432551427800,63,2,234.33999999999997,4,3,2,432
15325434765471000,26,4,288.36,3,1,2,312
15325434766082500,24,5,520.0,2,1,1,211
15325435765957600,26,4,207.0,3,1,2,312
15325435805826200,18,5,425.01,2,1,1,211
15325436874576800,22,6,506.0,2,1,1,211
15325437930364300,63,1,77.17,4,4,4,444
15325438003091000,60,2,148.0,4,3,3,433
15325438551992100,63,1,134.0,4,4,3,443
15325439673629400,8,4,746.0,1,1,1,111
15325439959101000,63,1,98.0,4,4,4,444
15325441951664100,5,4,287.36,1,1,2,112
15325443436078500,5,1,66.0,1,4,4,144
15325443671361500,63,2,146.0,4,3,3,433
15325444771862600,48,3,349.0,4,2,1,421
15325445316073200,49,3,187.92000000000002,4,2,2,422
15325445509302100,26,3,200.0,3,2,2,322
15325445522289800,62,2,220.07999999999998,4,3,2,432
15325445872403100,63,1,119.0,4,4,4,444
15325446540561400,19,4,238.0,2,1,2,212
15325446901371600,63,1,86.0,4,4,4,444
15325448059678600,6,8,534.13,1,1,1,111
15325448163679200,63,2,381.78,4,3,1,431
15325448229428800,63,5,412.40000000000003,4,1,1,411
15325448725821200,57,1,139.0,4,4,3,443
15325448851014100,63,2,107.0,4,3,4,434
15325450118889700,13,13,1465.0,2,1,1,211
15325450607793700,63,1,162.95,4,4,3,443
15325451199864200,14,18,2345.0,2,1,1,211
15325451760345300,63,2,591.64,4,3,1,431
15325452308876400,32,3,497.63,3,2,1,321
15325453467113100,1,44,3118.0,1,1,1,111
15325453661178200,17,2,132.0,2,3,3,233
15325453882999600,46,7,724.45,3,1,1,311
15325454360444200,5,3,319.0,1,2,2,122
15325456172617400,33,3,180.0,3,2,2,322
15325457013257300,63,2,338.0,4,3,1,431
15325457088437800,14,26,3650.2599999999998,2,1,1,211
15325460874353200,2,26,2230.0,1,1,1,111
15325462224028400,63,1,136.0,4,4,3,443
15325462346019400,63,4,603.0,4,1,1,411
15325462428004700,2,8,626.0,1,1,1,111
15325462783683300,1,9,869.48,1,1,1,111
15325463267289000,2,3,119.0,1,2,4,124
15325463891499500,60,1,79.0,4,4,4,444
15325464142674100,26,4,229.0,3,1,2,312
15325464295691400,2,12,426.16,1,1,1,111
15325464480007600,46,7,795.75,3,1,1,311
15325464540335200,17,4,242.0,2,1,2,212
15325464604801200,1,11,669.4799999999999,1,1,1,111
15325464861357000,57,1,184.0,4,4,2,442
15325465198858200,50,3,407.0,4,2,1,421
15325465615314800,62,1,119.0,4,4,4,444
15325466862637200,23,2,283.26,2,3,2,232
15325468145129800,63,1,96.0,4,4,4,444
15325468502898000,63,4,252.0,4,1,2,412
15325468746236200,30,9,734.11,3,1,1,311
15325469588267700,27,3,314.89,3,2,2,322
15325472103276700,63,1,159.89,4,4,3,443
15325472437396000,51,1,154.0,4,4,3,443
15325473392781100,7,5,555.0,1,1,1,111
15325476616064900,2,3,324.0,1,2,2,122
15325476900286300,63,4,440.15999999999997,4,1,1,411
15325477502017900,26,3,91.0,3,2,4,324
15325478200781700,59,2,367.0,4,3,1,431
15325478843105700,50,7,1052.97,4,1,1,411
15325479400291400,63,2,173.0,4,3,3,433
15325480660782100,63,1,140.13,4,4,3,443
15325482609447400,63,1,179.0,4,4,3,443
15325483778474800,2,3,176.85,1,2,3,123
15325484247981500,63,7,621.68,4,1,1,411
15325485559762700,63,2,238.0,4,3,2,432
15325486187422300,63,1,174.0,4,4,3,443
15325486539248600,63,1,132.64,4,4,3,443
15325486616474700,4,8,776.0,1,1,1,111
15325486886096600,55,1,135.0,4,4,3,443
15325488126877900,63,2,318.0,4,3,2,432
15325489122413100,3,5,345.0,1,1,1,111
15325489420189200,62,3,224.31,4,2,2,422
15325489846209100,63,1,91.12,4,4,4,444
15325490522299400,63,1,66.0,4,4,4,444
15325491429281600,63,1,118.0,4,4,4,444
15325492117961900,63,2,388.0,4,3,1,431
15325492905926100,50,2,408.59999999999997,4,3,1,431
15325493452375100,63,3,217.0,4,2,2,422
15325494015129200,32,3,233.62,3,2,2,322
15325494346189900,12,4,307.0,1,1,2,112
15325495620153100,46,1,19.0,3,4,4,344
15325499913243500,63,2,237.0,4,3,2,432
15325502010851100,26,10,932.1300000000001,3,1,1,311
15325503823854500,18,3,429.43,2,2,1,221
15325504598449100,63,1,24.17,4,4,4,444
15325504685639000,23,2,216.45999999999998,2,3,2,232
15325506980913000,63,1,92.12,4,4,4,444
15325510413262900,5,2,318.0,1,3,2,132
15325511529345300,26,1,107.76,3,4,4,344
15325511939515100,63,1,159.0,4,4,3,443
15325512264062800,62,3,221.0,4,2,2,422
15325512356919200,31,8,528.0,3,1,1,311
15325513052602200,63,2,158.0,4,3,3,433
15325513820274700,3,7,571.0,1,1,1,111
15325514431416400,4,11,1275.0,1,1,1,111
15325514727789700,26,1,129.0,3,4,3,343
15325515668805400,63,1,179.0,4,4,3,443
15325519272898500,3,6,979.72,1,1,1,111
15325519746258800,32,5,494.0,3,1,1,311
15325520670608600,29,18,742.56,3,1,1,311
15325522363436200,63,2,338.0,4,3,1,431
15325522735696700,63,1,179.0,4,4,3,443
15325523662718300,20,1,103.0,2,4,4,244
15325526955134700,57,1,97.0,4,4,4,444
15325527671163900,26,2,148.0,3,3,3,333
15325528510155100,63,1,270.48,4,4,2,442
15325528933972000,18,1,59.0,2,4,4,244
15325530328944900,27,2,262.62,3,3,2,332
15325534195986100,24,3,260.0,2,2,2,222
15325535584831200,5,6,749.0,1,1,1,111
15325535640106800,63,2,138.0,4,3,3,433
15325536057737900,55,5,407.01,4,1,1,411
15325537263915100,62,2,218.0,4,3,2,432
15325538834071200,63,1,169.0,4,4,3,443
15325538905915900,62,1,154.0,4,4,3,443
15325538980401700,5,6,618.0,1,1,1,111
15325539351542400,63,1,149.77,4,4,3,443
15325539722847700,52,2,178.0,4,3,3,433
15325539987873200,62,1,119.0,4,4,4,444
15325542347979000,61,3,212.32,4,2,2,422
15325542713227900,63,1,162.78,4,4,3,443
15325542859875000,63,1,80.47,4,4,4,444
15325544253782500,31,4,387.77000000000004,3,1,1,311
15325544661923200,56,1,134.0,4,4,3,443
15325544907423900,6,2,242.74,1,3,2,132
15325546860477600,63,2,86.46,4,3,4,434
15325548012514400,61,2,143.0,4,3,3,433
15325548510244400,2,10,1552.0,1,1,1,111
15325549332148600,50,3,272.0,4,2,2,422
15325549413927300,55,2,190.0,4,3,2,432
15325549543629200,1,7,752.0,1,1,1,111
15325550474032100,63,1,130.6,4,4,3,443
15325551471216200,23,18,1584.72,2,1,1,211
15325552921965000,22,4,447.02,2,1,1,211
15325553017813900,26,5,276.58000000000004,3,1,2,312
15325553329661100,63,1,95.9,4,4,4,444
15325553960114400,63,2,118.0,4,3,4,434
15325554858118100,1,27,1876.45,1,1,1,111
15325554887651600,63,2,328.0,4,3,1,431
15325555231479500,3,5,204.88,1,1,2,112
15325556627999100,26,3,131.0,3,2,3,323
15325556743801000,2,18,1559.3899999999999,1,1,1,111
15325557765681400,63,2,198.0,4,3,2,432
15325558007353900,22,3,387.0,2,2,1,221
15325558652297400,46,2,150.0,3,3,3,333
15325558981155100,42,18,2626.06,3,1,1,311
15325559519462300,45,2,313.0,3,3,2,332
15325559935298900,45,1,55.0,3,4,4,344
15325560040665400,63,2,338.0,4,3,1,431
15325560325727800,63,1,66.0,4,4,4,444
15325561488146500,3,5,393.0,1,1,1,111
15325561952365900,12,2,249.88,1,3,2,132
15325563209086200,63,1,169.0,4,4,3,443
15325567939251200,63,3,655.74,4,2,1,421
15325568210641300,1,3,147.0,1,2,3,123
15325568251741400,62,3,268.0,4,2,2,422
15325569288805300,51,1,218.33,4,4,2,442
15325569752505800,63,1,189.0,4,4,2,442
15325569881436600,63,4,341.12,4,1,1,411
15325569908549700,3,5,277.09,1,1,2,112
15325571225377600,63,1,79.0,4,4,4,444
15325573357001900,63,1,154.0,4,4,3,443
15325574049733100,62,1,61.18,4,4,4,444
15325574594875900,2,7,621.0,1,1,1,111
15325575643273400,24,7,571.1199999999999,2,1,1,211
15325576374757200,3,5,590.0,1,1,1,111
15325576969731800,63,2,196.0,4,3,2,432
15325577418352000,62,1,29.52,4,4,4,444
15325577506075900,63,1,164.0,4,4,3,443
15325577932283100,63,1,132.46,4,4,3,443
15325579155923300,63,9,802.0600000000001,4,1,1,411
15325579656197300,29,3,266.0,3,2,2,322
15325579881532700,2,2,79.0,1,3,4,134
15325580010123000,2,11,1666.9500000000003,1,1,1,111
15325580125632900,17,2,237.0,2,3,2,232
15325581583568500,52,1,129.0,4,4,3,443
15325584793561200,63,2,233.48000000000002,4,3,2,432
15325585738774100,63,2,328.0,4,3,1,431
15325588204019100,4,5,303.0,1,1,2,112
15325588795398500,63,3,534.3100000000001,4,2,1,421
15325589406384700,12,12,1387.0,1,1,1,111
15325590385568900,50,3,251.59,4,2,2,422
15325590542413700,63,1,149.0,4,4,3,443
15325592550546400,3,15,1524.8799999999999,1,1,1,111
15325593220367700,31,4,225.16000000000003,3,1,2,312
15325593524087700,63,2,318.0,4,3,2,432
15325593588517000,25,11,655.0,2,1,1,211
15325593654973900,63,8,567.0,4,1,1,411
15325595892089700,62,1,177.09,4,4,3,443
15325596005376000,2,2,128.0,1,3,3,133
15325598332712700,62,2,268.0,4,3,2,432
15325599616884300,61,1,14.16,4,4,4,444
15325600135146500,63,4,356.0,4,1,1,411
15325602108126300,7,3,247.0,1,2,2,122
15325602717362000,63,2,314.1,4,3,2,432
15325603983936600,46,3,281.91999999999996,3,2,2,322
15325604203633600,62,1,90.0,4,4,4,444
15325604777245200,63,6,699.0,4,1,1,411
15325605140432200,4,3,321.40999999999997,1,2,2,122
15325606426909100,23,3,185.0,2,2,2,222
15325606427116600,63,1,312.58,4,4,2,442
