,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
10902,15340040017009600,3,22,1428.0,1,1,1,111
10907,15340045057947400,4,3,245.57,1,2,2,122
10925,15340067632693700,13,6,722.0,2,1,1,211
10942,15340088934534100,24,13,1684.3700000000006,2,1,1,211
10946,15340091289572800,18,6,412.69999999999993,2,1,1,211
10962,15340102044935100,15,7,627.8899999999999,2,1,1,211
10963,15340103206111300,12,12,2343.4200000000005,1,1,1,111
10966,15340104276073600,3,5,394.0,1,1,1,111
10977,15340117981734800,4,8,532.27,1,1,1,111
10980,15340123346226000,1,9,1362.0,1,1,1,111
10984,15340124921201900,22,6,466.0,2,1,1,211
10988,15340130070697700,0,4,568.0,1,1,1,111
10992,15340137488637400,13,3,467.0,2,2,1,221
10995,15340138356505800,3,3,267.0,1,2,2,122
10999,15340140457562500,15,4,422.35,2,1,1,211
11007,15340150969876000,5,3,365.47,1,2,1,121
11010,15340154366852800,21,13,1556.0,2,1,1,211
11011,15340155349683100,4,5,370.0,1,1,1,111
11017,15340160149636200,24,6,360.0,2,1,1,211
11019,15340166981477400,22,5,313.0,2,1,2,212
11024,15340172491524500,3,36,1850.0,1,1,1,111
11034,15340189698487200,25,3,182.0,2,2,2,222
11037,15340195575861800,3,9,511.81,1,1,1,111
11041,15340204619643800,4,14,810.0,1,1,1,111
11045,15340210626472300,3,3,260.0,1,2,2,122
11080,15340278829521900,9,7,916.44,1,1,1,111
11100,15340309991284000,3,10,739.5500000000003,1,1,1,111
11104,15340314074726300,15,4,329.0,2,1,1,211
11113,15340325098318100,4,3,181.0,1,2,2,122
11118,15340338962067200,4,6,613.0,1,1,1,111
11119,15340339448101400,3,20,1434.0,1,1,1,111
11122,15340343603546800,13,5,636.3499999999998,2,1,1,211
11123,15340344610037700,13,6,809.0,2,1,1,211
11137,15340376522874600,23,6,374.0,2,1,1,211
11160,15340419950611300,25,7,1386.6,2,1,1,211
11167,15340431124365900,22,4,455.08,2,1,1,211
11171,15340444219988600,4,4,254.8,1,1,2,112
11174,15340450707395400,4,3,275.0,1,2,2,122
11178,15340461588272900,24,9,947.61,2,1,1,211
11183,15340467142455100,13,5,550.43,2,1,1,211
11188,15340474124734800,23,4,488.28,2,1,1,211
11202,15340528876039000,23,8,1050.0,2,1,1,211
11207,15340552961811000,19,7,714.0,2,1,1,211
11250,15340840230785200,24,8,541.0,2,1,1,211
11251,15340840974757600,2,16,1157.0,1,1,1,111
11252,15340841403816900,25,4,506.0,2,1,1,211
11253,15340841750138500,5,13,856.0,1,1,1,111
11256,15340852217271900,9,5,357.0,1,1,1,111
11268,15340870482205800,2,8,519.4300000000002,1,1,1,111
11270,15340870523574400,3,7,541.73,1,1,1,111
11276,15340879375446100,3,8,305.24,1,1,2,112
11277,15340879402984000,25,4,280.28,2,1,2,212
11278,15340879932009500,3,3,284.87,1,2,2,122
11285,15340886186683700,3,5,311.0,1,1,2,112
11296,15340903994228200,24,19,1952.0,2,1,1,211
11303,15340916882725100,25,5,570.0,2,1,1,211
11307,15340920662454700,25,6,391.0,2,1,1,211
11322,15340942920258800,3,7,193.0,1,1,2,112
11337,15340972852604900,0,3,467.47,1,2,1,121
11349,15341016352168100,17,9,1261.0,2,1,1,211
11386,15341072456251900,5,5,320.2000000000001,1,1,2,112
11388,15341076828895400,3,93,34597.87999999998,1,1,1,111
11392,15341082351319300,17,4,271.21,2,1,2,212
11393,15341086094555800,23,4,270.08,2,1,2,212
11402,15341095801678800,12,11,1697.0,1,1,1,111
11406,15341099143069200,2,5,533.3,1,1,1,111
11420,15341110546854900,24,6,618.0,2,1,1,211
11433,15341129343007800,22,4,356.0,2,1,1,211
11434,15341133855741500,5,6,806.0,1,1,1,111
11444,15341154849159800,5,5,517.0,1,1,1,111
11451,15341198516049100,21,3,488.41,2,2,1,221
11453,15341208500707000,21,4,616.0,2,1,1,211
11454,15341213005897200,4,4,368.44,1,1,1,111
11455,15341223046565300,17,7,367.0,2,1,1,211
11459,15341251936416300,23,5,289.0,2,1,2,212
11462,15341271084428500,2,5,304.0,1,1,2,112
11464,15341279812794500,3,8,362.0,1,1,1,111
11467,15341309281801500,7,4,361.0,1,1,1,111
11469,15341310910202700,12,4,221.0,1,1,2,112
11472,15341326397552800,22,4,320.0,2,1,2,212
11474,15341330603832800,2,67,9417.200000000004,1,1,1,111
11476,15341342392926300,12,6,1023.9,1,1,1,111
11478,15341357703266000,6,5,453.0,1,1,1,111
11482,15341399679724700,23,7,798.0,2,1,1,211
11494,15341659002171800,2,3,242.0,1,2,2,122
11498,15341673466097800,12,3,183.39,1,2,2,122
11499,15341676896353300,24,3,307.97,2,2,2,222
11504,15341700951268100,15,3,305.0,2,2,2,222
11513,15341770510379600,13,4,606.0,2,1,1,211
11514,15341771965463900,5,5,372.0,1,1,1,111
11519,15341802930321100,5,5,442.29,1,1,1,111
11526,15341852054778300,1,3,433.03,1,2,1,121
11532,15341926228027300,19,12,2506.04,2,1,1,211
11533,15341930317846800,12,13,1110.0,1,1,1,111
11535,15341947254148000,4,3,187.0,1,2,2,122
11537,15341953110019800,22,5,206.0,2,1,2,212
11539,15341978676347900,12,4,404.19,1,1,1,111
11540,15341990912642200,4,4,214.0,1,1,2,112
11541,15341995415242800,3,15,1796.7500000000002,1,1,1,111
11546,15342032001902900,12,4,201.88,1,1,2,112
11548,15342040850812900,5,3,308.4600000000001,1,2,2,122
11549,15342059523796700,9,6,973.9,1,1,1,111
11551,15342071235869300,13,5,685.0,2,1,1,211
11554,15342101868434800,1,4,336.2700000000001,1,1,1,111
11557,15342117922065400,7,3,377.0,1,2,1,121
11562,15342160800941100,22,4,204.56,2,1,2,212
11578,15342240921988800,18,3,316.35,2,2,2,222
11582,15342325752628900,1,6,368.0,1,1,1,111
11583,15342333800085300,5,3,187.0,1,2,2,122
11584,15342345800415500,5,3,351.38,1,2,1,121
11592,15342509377757100,17,7,580.0,2,1,1,211
11593,15342516251925900,1,5,414.0,1,1,1,111
11594,15342518045348500,17,3,193.0,2,2,2,222
11597,15342521377299800,2,8,417.0,1,1,1,111
11598,15342525204707000,13,5,655.0,2,1,1,211
11603,15342547382223700,9,3,349.64,1,2,1,121
11604,15342554742192200,6,8,916.0,1,1,1,111
11608,15342565435658400,12,6,581.4,1,1,1,111
11610,15342578892869000,4,3,248.21,1,2,2,122
11619,15342606912345400,17,11,985.0,2,1,1,211
11621,15342620880385500,5,3,216.71,1,2,2,122
11625,15342640023335300,23,3,442.0,2,2,1,221
11630,15342668243318100,18,3,347.0,2,2,1,221
11633,15342692952742800,1,5,915.95,1,1,1,111
11636,15342726705568700,14,5,393.0,2,1,1,211
11637,15342739612817600,3,3,265.72,1,2,2,122
11639,15342742177846400,18,4,387.0,2,1,1,211
11641,15342746902553400,15,6,952.22,2,1,1,211
11650,15342824862039600,25,3,335.0,2,2,1,221
11657,15342858775524700,13,3,400.36,2,2,1,221
11661,15342867289006400,23,3,249.0,2,2,2,222
11663,15342887650473200,1,4,597.32,1,1,1,111
11665,15342913401755500,15,3,259.0,2,2,2,222
11668,15342963577869000,3,3,255.0,1,2,2,122
11672,15342973732566700,23,4,333.2,2,1,1,211
11674,15342979931453200,5,6,403.0,1,1,1,111
11676,15342986409077900,3,5,293.0,1,1,2,112
11679,15343017346938600,5,5,213.0,1,1,2,112
11686,15343052060745900,22,4,432.0,2,1,1,211
11690,15343066481583800,2,6,418.67,1,1,1,111
11691,15343068008879000,1,6,499.0,1,1,1,111
11692,15343069186685200,4,14,1429.46,1,1,1,111
11694,15343074971078100,5,9,919.0,1,1,1,111
11695,15343083530298500,2,9,409.73,1,1,1,111
11702,15343103806358200,24,4,473.2,2,1,1,211
11705,15343187140935000,25,3,286.03,2,2,2,222
11706,15343312045141700,0,7,1219.93,1,1,1,111
11708,15343329248599000,1,4,243.18,1,1,2,112
11717,15343404438226000,13,3,376.82,2,2,1,221
11722,15343434361245000,23,4,227.0,2,1,2,212
11723,15343440920005100,5,4,320.0,1,1,2,112
11725,15343457027544800,2,6,524.0,1,1,1,111
11729,15343476760327900,23,12,824.0,2,1,1,211
11732,15343491439125400,19,5,577.63,2,1,1,211
11739,15343513086001100,18,4,321.9,2,1,2,212
11747,15343575378527300,5,3,248.01,1,2,2,122
11750,15343605436164500,25,13,706.0900000000001,2,1,1,211
11757,15343634155383900,25,3,338.68,2,2,1,221
11758,15343648033877600,9,4,654.88,1,1,1,111
11759,15343663478667900,4,8,593.54,1,1,1,111
11762,15343678621306300,16,3,181.63,2,2,2,222
11763,15343679247276300,13,3,307.0,2,2,2,222
11766,15343693023349100,12,3,567.1500000000002,1,2,1,121
11776,15343757113994100,18,4,588.6,2,1,1,211
11780,15343769316751000,9,3,339.69,1,2,1,121
11791,15343869048757500,17,5,473.6,2,1,1,211
11795,15343892460631900,2,7,681.0,1,1,1,111
11796,15343901475242000,23,8,449.68,2,1,1,211
11800,15343948547876100,16,4,416.0,2,1,1,211
11803,15343987876164300,23,4,602.83,2,1,1,211
11805,15343997205939100,25,3,332.62,2,2,1,221
11808,15344012873291900,2,3,322.68,1,2,2,122
11824,15344238265684600,2,5,237.0,1,1,2,112
11826,15344247393663600,4,3,255.21,1,2,2,122
11827,15344247824923200,3,10,758.0,1,1,1,111
11831,15344279997604800,5,7,409.0,1,1,1,111
11837,15344297561846800,23,4,235.0,2,1,2,212
11838,15344299919367000,14,3,402.38,2,2,1,221
11842,15344335480983700,5,4,484.08,1,1,1,111
11846,15344345638058500,25,3,239.0,2,2,2,222
11847,15344347979657500,23,7,356.0,2,1,1,211
11848,15344351796281400,4,3,211.0,1,2,2,122
11850,15344365361661800,2,4,264.0,1,1,2,112
11852,15344376240212900,7,4,275.0,1,1,2,112
11856,15344384236347900,23,7,509.76,2,1,1,211
11858,15344385825874300,5,12,881.3199999999998,1,1,1,111
11863,15344419241198600,20,6,520.0,2,1,1,211
11864,15344419597504400,25,3,638.53,2,2,1,221
11873,15344455994967100,18,3,335.0,2,2,1,221
11878,15344476864958500,25,7,778.4000000000002,2,1,1,211
11880,15344487219117200,20,6,565.3000000000002,2,1,1,211
11897,15344628090267100,8,4,416.0,1,1,1,111
11898,15344629523245100,19,6,309.0,2,1,2,212
11899,15344637423931700,16,4,499.0,2,1,1,211
11900,15344641205046400,12,5,354.0,1,1,1,111
11903,15344675071016000,2,7,516.0,1,1,1,111
11905,15344690684031600,13,18,1552.0,2,1,1,211
11907,15344700433803500,4,5,265.0,1,1,2,112
11910,15344738818993400,4,4,495.0,1,1,1,111
11911,15344742006702100,11,7,993.0,1,1,1,111
11912,15344743823205000,2,3,186.43,1,2,2,122
11918,15344789931906400,13,5,441.0,2,1,1,211
11919,15344792245502400,13,3,401.5,2,2,1,221
11920,15344793530362000,25,4,397.12,2,1,1,211
11921,15344797620126600,7,6,650.46,1,1,1,111
11926,15344824393336800,25,3,273.43,2,2,2,222
11941,15345027490623300,20,5,600.0,2,1,1,211
11943,15345042683503300,24,4,377.92,2,1,1,211
11948,15345080292968500,9,7,504.0,1,1,1,111
11951,15345094140222400,23,6,604.64,2,1,1,211
11953,15345111235421300,3,10,1049.7,1,1,1,111
11958,15345134478316600,13,8,767.9000000000002,2,1,1,211
11961,15345154872078000,14,10,770.0,2,1,1,211
11963,15345172338467600,2,3,226.0,1,2,2,122
11965,15345187978303000,23,3,199.0,2,2,2,222
11969,15345213794702000,25,4,406.0,2,1,1,211
11976,15345238015744200,1,4,472.67,1,1,1,111
11978,15345256403829300,4,4,446.5,1,1,1,111
11981,15345278432455400,22,3,226.0,2,2,2,222
11989,15345351182429400,1,9,771.0,1,1,1,111
11991,15345357165791200,11,7,511.0,1,1,1,111
11994,15345389721833300,5,3,424.0,1,2,1,121
11997,15345405875864700,2,17,1211.0,1,1,1,111
11999,15345412728911400,1,13,1304.63,1,1,1,111
12002,15345429105963700,1,17,876.0,1,1,1,111
12003,15345435358301400,3,5,377.84,1,1,1,111
12006,15345450923974600,5,21,1595.0,1,1,1,111
12010,15345463496066600,3,7,501.0,1,1,1,111
12012,15345484645219400,9,10,1380.0,1,1,1,111
12014,15345514364216100,19,4,345.0,2,1,1,211
12017,15345558644069800,4,4,259.0,1,1,2,112
12018,15345561532229700,5,5,318.0,1,1,2,112
12021,15345566015279900,2,3,238.37,1,2,2,122
12024,15345573274707000,4,5,605.5,1,1,1,111
12030,15345598042422200,3,5,235.0,1,1,2,112
12035,15345636761007300,1,4,443.0,1,1,1,111
12039,15345663179185800,1,4,406.0,1,1,1,111
12042,15345680385203700,23,5,575.52,2,1,1,211
12047,15345769323248500,8,4,726.0,1,1,1,111
12052,15345858979619200,4,5,317.4,1,1,2,112
12055,15345975087246700,3,11,1422.2699999999998,1,1,1,111
12062,15346036236591400,20,4,543.2,2,1,1,211
12063,15346038100833400,20,5,400.0,2,1,1,211
12068,15346054110569700,23,5,509.35,2,1,1,211
12071,15346072576459400,9,5,715.0,1,1,1,111
12077,15346115448752000,12,5,464.0,1,1,1,111
12082,15346157721372200,5,3,282.0,1,2,2,122
12089,15346201946406000,4,13,834.0,1,1,1,111
12106,15346326271679500,0,3,434.66,1,2,1,121
12111,15346361917638400,17,3,358.0,2,2,1,221
12116,15346386545464900,4,23,1824.65,1,1,1,111
12117,15346392605172500,3,5,449.05,1,1,1,111
12121,15346417019956200,14,3,352.0,2,2,1,221
12124,15346432535078500,4,3,466.03,1,2,1,121
12129,15346481744475700,11,4,414.0,1,1,1,111
12131,15346491517646700,2,7,559.0,1,1,1,111
12133,15346505557892600,21,5,240.0,2,1,2,212
12145,15346633155013800,12,5,849.8,1,1,1,111
12147,15346669208625200,6,5,944.59,1,1,1,111
12150,15346710890463500,25,5,415.2,2,1,1,211
12155,15346817970683800,2,5,411.0,1,1,1,111
12174,15346951771511100,24,4,321.52,2,1,2,212
12182,15346981049804600,11,13,1469.0800000000006,1,1,1,111
12188,15346994362324300,4,7,680.8499999999998,1,1,1,111
12195,15347032422553200,3,4,421.0,1,1,1,111
12200,15347051267812700,22,13,1409.0,2,1,1,211
12207,15347084680481600,23,6,272.0,2,1,2,212
12213,15347112422397700,21,3,245.06,2,2,2,222
12221,15347181897429800,3,4,260.0,1,1,2,112
12223,15347186781072200,18,15,970.0,2,1,1,211
12226,15347208144978200,11,20,1769.0,1,1,1,111
12230,15347229231536400,3,4,556.0,1,1,1,111
12238,15347277511447600,4,3,382.71,1,2,1,121
12280,15347615034898500,5,3,230.91,1,2,2,122
12282,15347692440547400,12,4,435.53,1,1,1,111
12287,15347708389994700,7,9,1049.0,1,1,1,111
12290,15347728465684700,12,14,990.0,1,1,1,111
12295,15347737080347800,1,7,441.0,1,1,1,111
12300,15347748444844100,20,7,643.0,2,1,1,211
12302,15347752331992700,1,9,677.0,1,1,1,111
12305,15347775489707000,17,3,267.46,2,2,2,222
12308,15347792613084600,13,24,4712.0,2,1,1,211
12310,15347799748857500,19,8,1089.28,2,1,1,211
12312,15347805076007800,1,4,275.71,1,1,2,112
12318,15347821532933300,13,5,841.0,2,1,1,211
12322,15347851061928300,25,5,245.0,2,1,2,212
12333,15347947319912200,1,6,660.7399999999999,1,1,1,111
12334,15347949182149600,5,5,795.0999999999998,1,1,1,111
12340,15347994954361100,14,5,868.4100000000002,2,1,1,211
12347,15348039366873800,14,5,326.0,2,1,2,212
12351,15348075072319100,17,4,375.74,2,1,1,211
12352,15348084153765700,25,3,384.0,2,2,1,221
12358,15348130080494600,18,3,256.0,2,2,2,222
12359,15348137451408800,4,4,450.6,1,1,1,111
12363,15348146400799300,17,5,550.61,2,1,1,211
12367,15348156649689700,5,4,341.62,1,1,1,111
12372,15348182212652200,22,6,516.0,2,1,1,211
12373,15348183837314500,5,5,265.0,1,1,2,112
12378,15348201029742000,24,4,428.79,2,1,1,211
12384,15348221192778700,13,7,677.1899999999998,2,1,1,211
12390,15348254019494800,5,11,952.57,1,1,1,111
12391,15348254739297000,23,4,830.68,2,1,1,211
12392,15348256397742800,16,4,414.04,2,1,1,211
12396,15348277276011400,24,12,1136.0,2,1,1,211
12397,15348281310458900,14,4,396.0,2,1,1,211
12402,15348298495557600,25,4,400.44,2,1,1,211
12410,15348350648359200,7,10,1854.54,1,1,1,111
12413,15348370231533000,5,3,217.0,1,2,2,122
12417,15348474732105500,12,4,420.52,1,1,1,111
12418,15348498592119700,22,5,452.00000000000006,2,1,1,211
12420,15348540006556200,3,7,471.94999999999993,1,1,1,111
12425,15348583884086800,19,7,366.0,2,1,1,211
12436,15348660235752300,18,3,397.0,2,2,1,221
12446,15348703693103000,23,17,785.0,2,1,1,211
12457,15348756275905800,12,3,222.0,1,2,2,122
12461,15348773766112700,2,6,958.93,1,1,1,111
12468,15348819394159800,3,3,245.98,1,2,2,122
12474,15348850867126400,20,4,322.0,2,1,2,212
12479,15348922800558500,2,3,190.63,1,2,2,122
12509,15349043809731700,5,7,875.0,1,1,1,111
12523,15349080050853800,21,7,999.0,2,1,1,211
12531,15349096159611700,12,4,536.0,1,1,1,111
12533,15349101536982300,6,6,912.6,1,1,1,111
12542,15349125734816700,14,6,996.8,2,1,1,211
12564,15349183273645300,4,8,862.99,1,1,1,111
12573,15349265845476800,18,3,238.58,2,2,2,222
12591,15349422153568500,13,7,773.0,2,1,1,211
12593,15349429333799400,9,3,269.04999999999995,1,2,2,122
12594,15349431686503800,5,4,469.0,1,1,1,111
12598,15349440774267800,2,6,594.0,1,1,1,111
12602,15349447712001300,9,3,285.0,1,2,2,122
12615,15349489450989400,4,7,601.0,1,1,1,111
12630,15349521453193900,20,6,874.0,2,1,1,211
12640,15349544508344600,21,3,412.0,2,2,1,221
12658,15349580470969300,22,4,554.8900000000001,2,1,1,211
12675,15349619953303800,20,10,958.5,2,1,1,211
12685,15349647006965300,13,4,401.0,2,1,1,211
12698,15349664817583700,23,8,353.0,2,1,1,211
12700,15349665520473100,23,3,223.0,2,2,2,222
12715,15349700966194800,9,6,702.36,1,1,1,111
12721,15349713459577200,15,4,334.0,2,1,1,211
12735,15349735704537500,7,5,608.0,1,1,1,111
12750,15349792533332600,16,7,523.0,2,1,1,211
12753,15349803025086700,25,5,834.45,2,1,1,211
12764,15349822012284100,5,23,2939.75,1,1,1,111
12773,15349853279159400,19,77,8555.0,2,1,1,211
12784,15349877949326800,12,37,3389.0,1,1,1,111
12797,15349908920525300,14,4,457.5,2,1,1,211
12802,15349911600834900,17,8,358.64,2,1,1,211
12808,15349922663015100,12,7,571.0,1,1,1,111
12830,15349979510128500,18,6,873.32,2,1,1,211
12832,15349983944609500,4,15,1359.0,1,1,1,111
12848,15350055994759600,23,9,1204.0,2,1,1,211
12859,15350137816779600,17,6,705.0,2,1,1,211
12877,15350269100965100,6,7,661.0,1,1,1,111
12907,15350306308052100,6,5,644.0,1,1,1,111
12925,15350325808348800,20,11,942.2899999999997,2,1,1,211
12943,15350348128065600,14,3,357.0,2,2,1,221
12944,15350349861048900,8,12,979.0,1,1,1,111
12947,15350350876149500,4,26,3439.23,1,1,1,111
12955,15350360541456100,5,9,681.0,1,1,1,111
12959,15350364635831400,20,5,574.0,2,1,1,211
12961,15350367107791400,13,8,641.99,2,1,1,211
12971,15350375185959100,14,8,1072.0,2,1,1,211
12978,15350384774657700,22,3,380.0,2,2,1,221
12980,15350388215712300,13,3,486.21,2,2,1,221
12983,15350393849418700,6,3,672.53,1,2,1,121
12998,15350421594489200,2,7,592.0,1,1,1,111
13004,15350427905023400,13,5,405.0,2,1,1,211
13008,15350430542785300,20,6,526.14,2,1,1,211
13026,15350446747542900,6,5,528.0,1,1,1,111
13030,15350451990473600,25,6,442.0,2,1,1,211
13032,15350453905377300,13,7,989.63,2,1,1,211
13036,15350467186124400,22,3,417.0,2,2,1,221
13053,15350492117287900,12,4,347.24,1,1,1,111
13065,15350508697442500,5,5,260.55,1,1,2,112
13073,15350520690476200,3,8,226.0,1,1,2,112
13089,15350538689519100,23,4,716.78,2,1,1,211
13091,15350547023882600,3,8,895.0,1,1,1,111
13116,15350580445201900,22,6,513.0,2,1,1,211
13124,15350603201681700,24,3,366.36,2,2,1,221
13145,15350647887789800,25,3,537.0,2,2,1,221
13150,15350656830395700,12,7,571.26,1,1,1,111
13153,15350668168584400,24,4,243.0,2,1,2,212
13169,15350700653356600,2,6,421.88,1,1,1,111
13170,15350701424367500,25,11,1053.0,2,1,1,211
13180,15350713151031400,15,6,806.74,2,1,1,211
13196,15350742670828900,4,6,299.0,1,1,2,112
13209,15350758903075400,5,3,351.0,1,2,1,121
13216,15350768559193600,4,20,1506.0,1,1,1,111
13238,15350787811801400,25,10,2215.32,2,1,1,211
13240,15350790601365000,25,8,788.0,2,1,1,211
13250,15350807663652200,3,13,1383.0,1,1,1,111
13261,15350821900058600,24,7,609.0,2,1,1,211
13267,15350841762479700,24,6,512.0,2,1,1,211
13270,15350845356144400,5,3,181.86,1,2,2,122
13272,15350852175066000,21,4,568.63,2,1,1,211
13282,15350876730739400,5,3,208.0,1,2,2,122
13288,15350885605251000,7,19,3095.34,1,1,1,111
13290,15350891543799000,4,7,714.0,1,1,1,111
13306,15350945976735200,21,4,467.6,2,1,1,211
13323,15351109778498000,24,5,771.44,2,1,1,211
13324,15351117884392400,22,5,717.6299999999999,2,1,1,211
13342,15351170381955900,24,4,219.0,2,1,2,212
13344,15351179256573300,12,3,358.97,1,2,1,121
13345,15351181552819900,17,10,767.0,2,1,1,211
13362,15351208414915300,1,6,353.42,1,1,1,111
13366,15351213301807200,19,4,326.0,2,1,2,212
13371,15351219001114300,1,3,399.18,1,2,1,121
13396,15351259217384200,4,33,4349.0,1,1,1,111
13404,15351276641349300,2,9,684.0,1,1,1,111
13413,15351301799095300,13,9,1043.22,2,1,1,211
13424,15351327424831500,11,17,2192.0,1,1,1,111
13431,15351340322911000,15,3,257.0,2,2,2,222
13441,15351351836829600,22,4,383.08,2,1,1,211
13471,15351412528059200,15,4,426.0,2,1,1,211
13486,15351438471536900,17,4,492.56,2,1,1,211
13488,15351439312059600,5,9,841.9300000000002,1,1,1,111
13516,15351470612927300,4,3,186.0,1,2,2,122
13522,15351475906715500,24,17,945.0,2,1,1,211
13561,15351518123078900,19,6,408.46,2,1,1,211
13590,15351557885643800,2,4,451.86,1,1,1,111
13595,15351566227023200,3,6,809.0,1,1,1,111
13607,15351580820432100,23,8,761.02,2,1,1,211
13620,15351601327411400,4,6,578.56,1,1,1,111
13630,15351615335528500,4,15,808.0,1,1,1,111
13636,15351626107558700,2,8,509.0,1,1,1,111
13649,15351654393177700,22,7,523.0,2,1,1,211
13686,15351715741948700,1,4,852.68,1,1,1,111
13693,15351738178302700,1,6,684.26,1,1,1,111
13696,15351739099557500,24,3,288.0,2,2,2,222
13697,15351739781517200,13,16,2235.46,2,1,1,211
13709,15351766737864300,5,3,366.0,1,2,1,121
13714,15351783363915700,7,11,1324.2599999999998,1,1,1,111
13727,15351882147009400,17,3,415.36,2,2,1,221
13728,15351884211172800,24,3,286.19,2,2,2,222
13735,15351945839421300,3,4,336.72,1,1,1,111
13744,15351990849649500,1,66,6514.0,1,1,1,111
13746,15351991941698700,1,8,184.81,1,1,2,112
13751,15352011451707600,2,7,421.0,1,1,1,111
13752,15352028134121700,2,7,838.2899999999997,1,1,1,111
13759,15352050146949200,12,8,844.73,1,1,1,111
13770,15352065910133900,23,4,472.0,2,1,1,211
13776,15352069458556500,2,9,187.0,1,1,2,112
13780,15352073691357600,24,3,263.0,2,2,2,222
13790,15352079429756200,5,3,298.56,1,2,2,122
13793,15352081875349000,5,7,487.92,1,1,1,111
13814,15352095659225300,1,4,307.2,1,1,2,112
13819,15352101396048100,23,4,215.68,2,1,2,212
13830,15352110610158300,0,17,1451.89,1,1,1,111
13834,15352112428338800,18,7,551.0,2,1,1,211
13839,15352116497884100,25,3,211.0,2,2,2,222
13842,15352117899108400,3,6,521.0,1,1,1,111
13851,15352125047287800,3,19,777.0,1,1,1,111
13865,15352138697029100,19,4,720.76,2,1,1,211
13879,15352152136028800,5,6,411.0,1,1,1,111
